student_id,student_name,school_id,gender,class,attendance,math_score,science_score,english_score,income_level,travel_distance,internet_access,parent_education,previous_absences,dropout_label
ST02036,Shaurya Karnik,TS066,Male,10,93.4,87,81,86,High,3.2,No,Graduate,21,0
ST02037,Jacob Shroff,TS076,Female,6,66.7,65,67,70,Medium,6.6,No,Primary,10,0
ST02038,Xalak Tank,TS119,Female,6,61.4,59,51,63,Low,4.3,Yes,Secondary,26,1
ST02039,Triya Talwar,TS244,Female,9,83.4,82,87,86,Low,2.8,Yes,None,29,0
ST02040,Niharika Sama,TS434,Male,9,96.5,94,99,99,High,0.8,Yes,Secondary,16,0
ST02041,Isaac Dhawan,TS153,Male,6,65.6,50,57,53,Medium,4.7,No,Secondary,19,1
ST02042,Krish Korpal,TS255,Female,6,59.2,61,56,64,Medium,2.9,Yes,Secondary,21,1
ST02043,Ira Patla,TS323,Female,7,86.3,77,80,91,Medium,4.4,Yes,Secondary,6,0
ST02044,Kashish Chakrabarti,TS260,Male,9,85.2,89,88,77,High,4.0,Yes,Primary,10,0
ST02045,Bhavika Goel,TS383,Male,9,78.6,69,73,67,Medium,2.3,Yes,Primary,16,0
ST02046,Bakhshi Wadhwa,TS369,Female,7,68.6,59,69,74,Low,9.7,Yes,None,23,1
ST02047,Vrinda Sharma,TS098,Male,7,75.8,83,75,83,Medium,7.3,Yes,Primary,11,0
ST02048,Fitan Doctor,TS377,Female,10,65.5,53,53,56,Medium,10.2,Yes,Graduate,14,0
ST02049,Aarna Pradhan,TS043,Male,7,55.8,51,59,50,Medium,2.8,Yes,Secondary,24,1
ST02050,Krish Bajwa,TS361,Female,8,58.3,50,66,53,Medium,4.2,Yes,None,23,1
ST02051,Parth Arya,TS354,Female,7,73.5,66,71,63,Medium,4.9,No,Primary,8,0
ST02052,Quincy Srinivasan,TS239,Female,8,53.5,57,53,56,Low,0.7,Yes,Secondary,12,1
ST02053,Chandresh Bains,TS285,Male,10,56.3,45,54,64,Low,9.1,Yes,Primary,29,1
ST02054,Amrita Viswanathan,TS365,Male,8,63.0,59,64,48,Low,9.5,No,Primary,16,1
ST02055,Abdul Raj,TS187,Female,7,62.8,57,51,64,Low,10.7,No,Primary,21,1
ST02056,Yashawini Mody,TS291,Male,6,83.0,79,71,70,Medium,11.4,No,Secondary,0,0
ST02057,Zilmil Patil,TS402,Male,8,95.8,99,87,99,Low,8.1,Yes,Primary,26,1
ST02058,Samaksh Gera,TS306,Female,9,85.0,80,85,83,Medium,5.7,Yes,Primary,6,0
ST02059,Yahvi Ranganathan,TS310,Female,7,90.5,89,80,86,Medium,10.5,No,Graduate,10,0
ST02060,Pushti More,TS351,Male,7,86.2,88,84,77,Low,5.9,Yes,Secondary,30,0
ST02061,William Sodhi,TS482,Female,6,93.9,91,99,96,Medium,10.5,Yes,None,8,0
ST02062,Amol D’Alia,TS308,Male,6,59.2,48,48,57,Low,4.8,Yes,Secondary,0,1
ST02063,Ojas Sami,TS284,Male,9,76.8,78,70,68,Low,10.7,No,Primary,7,0
ST02064,Nachiket Venkataraman,TS128,Female,10,94.7,97,94,94,Medium,2.5,Yes,Primary,10,0
ST02065,Vinaya Rajagopal,TS474,Male,9,54.7,63,47,51,Medium,2.8,Yes,None,7,0
ST02066,Bhavini Chakrabarti,TS302,Male,8,85.7,86,86,86,Medium,6.2,Yes,Graduate,8,0
ST02067,Orinder Borah,TS379,Female,7,59.0,54,49,55,Medium,10.1,No,Primary,8,1
ST02068,Rachit Kurian,TS321,Male,7,69.4,69,68,65,Low,7.8,Yes,Primary,21,1
ST02069,Vasudha Ram,TS045,Male,10,82.7,69,72,74,Low,8.6,Yes,None,28,1
ST02070,Raksha Zachariah,TS148,Female,10,71.1,72,67,70,Low,8.7,Yes,Graduate,12,0
ST02071,Divya Lata,TS302,Male,8,96.1,81,97,99,Low,4.0,Yes,Secondary,26,0
ST02072,Om Jayaraman,TS087,Female,9,45.8,42,47,54,Low,10.9,Yes,Secondary,6,1
ST02073,Ethan Butala,TS369,Male,6,48.8,51,48,42,Low,10.4,Yes,Secondary,10,1
ST02074,Wakeeta Vyas,TS038,Male,7,85.5,88,96,85,High,8.7,Yes,Secondary,24,0
ST02075,Maya Sagar,TS102,Male,9,54.5,66,57,57,High,6.5,Yes,Graduate,12,0
ST02076,Matthew Sehgal,TS339,Female,6,81.5,78,82,73,Medium,3.0,No,Secondary,17,0
ST02077,Isaiah Sagar,TS066,Female,8,91.6,91,87,83,Low,10.4,Yes,Primary,8,0
ST02078,Charita De,TS262,Male,9,82.1,83,78,73,Low,3.2,Yes,None,10,0
ST02079,Anay Behl,TS054,Female,7,51.2,51,42,60,Low,6.7,Yes,None,22,1
ST02080,Aahana Kalita,TS187,Male,8,57.7,61,52,66,Medium,10.2,Yes,Secondary,25,1
ST02081,Tara Karnik,TS291,Male,7,53.6,46,45,57,Low,5.2,Yes,Primary,24,1
ST02082,Veda Palla,TS239,Male,8,81.1,83,87,74,Low,6.7,Yes,Secondary,14,0
ST02083,Libni Bora,TS347,Female,9,94.3,85,87,96,Medium,7.4,Yes,Secondary,22,0
ST02084,Suhani Dua,TS334,Female,10,53.1,51,52,39,Low,0.8,No,Primary,0,1
ST02085,Rajata Biswas,TS016,Female,7,57.1,59,51,66,Medium,5.8,Yes,Graduate,22,1
ST02086,Arunima Bhagat,TS372,Female,10,85.5,78,91,71,Medium,10.5,Yes,Primary,15,0
ST02087,Ekta Krishna,TS138,Female,6,59.3,67,56,64,Low,4.5,Yes,Primary,19,1
ST02088,Faras Raju,TS011,Male,9,59.9,53,70,61,High,4.7,Yes,Secondary,0,0
ST02089,Ikshita Natt,TS255,Male,10,54.0,45,53,59,Low,3.9,Yes,None,20,1
ST02090,Vrishti Verma,TS051,Female,9,61.7,62,63,50,Medium,6.8,Yes,Primary,20,1
ST02091,Atharv Sule,TS101,Female,10,91.1,87,96,99,High,7.7,Yes,Primary,20,0
ST02092,Girik Mitra,TS190,Female,6,65.5,68,62,62,Medium,9.4,No,Primary,13,1
ST02093,Ridhi Loyal,TS050,Male,6,68.9,72,57,65,Medium,10.0,Yes,Secondary,17,1
ST02094,Harinakshi Som,TS161,Male,8,87.1,87,69,78,Low,10.9,No,None,0,0
ST02095,Rajeshri Saha,TS257,Male,10,47.8,49,35,45,Low,6.1,No,Primary,12,1
ST02096,Priya Nagy,TS102,Female,7,85.5,82,82,75,Low,3.0,Yes,Primary,0,0
ST02097,Vanya Palla,TS102,Male,9,87.3,71,71,75,Low,2.5,No,Graduate,18,1
ST02098,Yachana Talwar,TS168,Female,7,76.0,81,63,74,Medium,10.6,Yes,Primary,4,0
ST02099,Harinakshi Kumar,TS298,Female,6,71.9,69,66,76,High,1.1,Yes,Graduate,23,0
ST02100,Aarini Banerjee,TS393,Male,10,56.9,54,59,52,Medium,4.5,Yes,None,28,1
ST02101,Lopa Golla,TS102,Female,8,66.5,71,65,65,High,7.7,No,Secondary,23,1
ST02102,Chandran Parmer,TS371,Female,7,62.4,67,67,71,Low,5.4,Yes,Secondary,11,1
ST02103,Anusha Kale,TS269,Female,6,96.6,80,89,83,Low,11.6,No,None,2,0
ST02104,Manan Koshy,TS161,Male,9,74.4,80,79,62,Medium,10.6,Yes,Secondary,20,0
ST02105,Jeevika Goswami,TS118,Male,10,59.4,54,58,49,Low,9.1,Yes,Graduate,11,1
ST02106,Faris Sethi,TS075,Female,8,47.1,55,41,53,Low,10.5,Yes,Primary,16,1
ST02107,Ekapad Rastogi,TS208,Female,10,55.8,62,50,66,High,2.0,Yes,Graduate,12,0
ST02108,Oscar Bakshi,TS333,Female,6,93.4,99,91,99,High,2.0,Yes,None,9,0
ST02109,Ekanta Amble,TS220,Female,6,46.0,36,56,37,Medium,5.7,Yes,Secondary,9,1
ST02110,Dakshesh Kuruvilla,TS036,Female,7,45.3,54,57,51,High,6.3,Yes,Primary,7,0
ST02111,Gabriel Kala,TS141,Female,9,52.3,59,57,46,Low,5.9,Yes,Primary,21,1
ST02112,Laban Rai,TS182,Male,6,61.1,67,64,65,Medium,6.5,Yes,Graduate,27,1
ST02113,Tamanna Gill,TS269,Female,8,84.9,84,83,89,Low,1.1,Yes,Primary,15,0
ST02114,Faras Sharma,TS480,Male,6,54.5,46,52,46,Low,9.4,Yes,Primary,13,1
ST02115,Chaaya Shetty,TS152,Female,9,52.8,51,45,59,Low,6.3,Yes,Graduate,22,1
ST02116,Saumya Gulati,TS424,Female,7,77.3,66,72,69,Medium,3.1,Yes,Secondary,6,0
ST02117,Ekavir Brar,TS042,Female,6,48.3,54,58,49,Medium,9.6,Yes,Secondary,1,0
ST02118,Samaksh Soman,TS208,Male,6,77.9,67,81,71,Low,1.5,Yes,None,26,0
ST02119,Dayita Deol,TS287,Male,7,95.9,99,99,90,High,10.5,Yes,None,4,0
ST02120,Ekalinga Nazareth,TS034,Male,9,64.3,55,56,54,Medium,4.8,No,Secondary,18,1
ST02121,Nihal Sachar,TS464,Male,9,61.5,50,56,50,Medium,3.7,Yes,Graduate,14,0
ST02122,Utkarsh Thaker,TS149,Male,6,77.8,67,78,85,Medium,2.2,Yes,Primary,26,0
ST02123,Bina Ravel,TS257,Female,6,82.0,69,69,80,Low,2.4,Yes,Secondary,17,0
ST02124,Urvashi Dhingra,TS356,Female,7,51.6,55,51,55,Medium,10.7,Yes,Secondary,10,0
ST02125,Owen Randhawa,TS384,Female,10,57.3,60,51,52,High,4.5,Yes,Graduate,29,1
ST02126,Yamini Golla,TS239,Male,8,93.0,89,78,97,Medium,11.5,Yes,Secondary,1,0
ST02127,Brijesh Vala,TS123,Female,9,70.6,66,78,66,Medium,7.7,Yes,Secondary,13,0
ST02128,Hiral Wagle,TS260,Male,7,55.1,68,62,58,High,8.6,Yes,None,15,0
ST02129,Janani Dugal,TS038,Male,9,53.8,43,62,47,Low,5.5,Yes,Secondary,5,1
ST02130,Nandini Hayre,TS005,Male,10,60.7,52,63,61,Medium,10.8,No,Primary,4,1
ST02131,Manbir Saha,TS298,Male,9,57.9,65,60,64,Low,4.4,Yes,Primary,27,1
ST02132,Hritik Sood,TS491,Female,10,87.9,94,81,81,High,5.0,Yes,Secondary,14,0
ST02133,Jack Sethi,TS149,Female,6,86.1,72,78,76,Medium,4.7,No,None,1,0
ST02134,Chakradhar Toor,TS459,Female,10,61.0,68,56,61,Low,7.7,Yes,Graduate,5,1
ST02135,Chatura Padmanabhan,TS390,Female,10,45.9,54,52,36,High,2.4,No,Primary,8,0
ST02136,Tanay Ramesh,TS159,Female,6,81.3,70,80,85,Low,0.6,Yes,Graduate,6,0
ST02137,Veer Puri,TS212,Male,6,49.4,40,47,48,Medium,5.1,Yes,Secondary,18,1
ST02138,Irya Peri,TS265,Male,6,77.0,75,82,65,Low,6.0,Yes,Primary,26,0
ST02139,Anthony Sha,TS268,Male,8,97.3,90,82,93,Medium,2.0,Yes,Secondary,17,0
ST02140,Christopher Dalal,TS263,Female,9,96.8,90,98,86,Low,4.2,Yes,Secondary,23,0
ST02141,William Gaba,TS186,Male,6,72.1,78,63,65,Low,7.6,Yes,Graduate,19,1
ST02142,Ekantika Suri,TS261,Male,8,70.2,61,75,66,Medium,1.8,Yes,None,27,0
ST02143,Ishani Rana,TS500,Female,9,88.7,93,84,91,Medium,3.6,Yes,Primary,0,0
ST02144,Jason Handa,TS257,Male,6,74.2,80,66,80,Low,2.6,Yes,Primary,1,0
ST02145,David Sundaram,TS182,Male,7,60.7,56,53,63,Low,8.7,Yes,Secondary,19,1
ST02146,Tanish Borah,TS499,Male,6,91.2,88,78,87,Low,9.2,Yes,Secondary,28,1
ST02147,Jeevika Pandit,TS178,Male,9,89.2,82,75,94,Low,2.8,Yes,Secondary,23,0
ST02148,Raghav Deshpande,TS234,Female,8,58.2,65,51,56,Low,0.7,Yes,Secondary,13,1
ST02149,Jyoti Sankaran,TS488,Male,10,45.9,41,48,37,Medium,10.6,Yes,Primary,22,1
ST02150,Naksh Bhatia,TS234,Male,7,48.3,58,47,44,Low,11.9,Yes,None,18,1
ST02151,Anusha Wali,TS176,Male,9,52.8,62,62,62,Low,3.9,Yes,Primary,28,1
ST02152,Arunima Karnik,TS071,Female,7,63.6,60,62,59,High,9.1,No,Primary,0,1
ST02153,Faraj Sen,TS034,Male,7,60.7,61,50,65,Low,1.5,Yes,Primary,12,1
ST02154,Azaan Mangal,TS067,Male,6,87.5,81,75,74,Low,9.9,No,Secondary,1,0
ST02155,Hemangini Sharma,TS371,Male,7,82.5,75,77,81,Low,6.7,Yes,Secondary,4,0
ST02156,Dhriti Sant,TS046,Male,7,95.6,88,81,95,Low,4.0,No,Graduate,16,1
ST02157,Aryan Shere,TS061,Female,8,66.3,56,57,62,Medium,2.8,Yes,Secondary,29,1
ST02158,Jagdish Srinivasan,TS257,Female,10,61.9,58,56,54,Medium,5.2,No,Secondary,3,0
ST02159,Max Narayanan,TS221,Male,7,68.3,59,71,72,Low,8.9,Yes,None,0,1
ST02160,Bhavya Dar,TS023,Male,6,57.7,49,48,50,Medium,4.3,Yes,Secondary,0,0
ST02161,Harsh Ganesh,TS346,Male,9,67.5,73,55,58,Low,2.6,Yes,Secondary,1,1
ST02162,Aadhya Sundaram,TS304,Male,10,93.9,75,91,79,Low,8.2,No,Graduate,12,0
ST02163,Lavanya Doctor,TS494,Female,10,55.4,51,64,59,High,9.7,Yes,Graduate,8,0
ST02164,Zayan Lanka,TS089,Female,9,84.9,72,86,85,Low,1.5,No,Secondary,1,0
ST02165,Triya Murthy,TS311,Male,7,74.8,62,81,75,Low,11.0,Yes,Primary,5,0
ST02166,Madhavi Sodhi,TS214,Male,6,93.8,93,86,98,High,6.6,Yes,Primary,10,0
ST02167,Hitesh Manda,TS198,Male,6,56.3,52,60,50,Medium,7.5,Yes,Secondary,18,1
ST02168,Vaishnavi Sandhu,TS142,Female,7,60.1,66,66,49,Medium,9.0,Yes,Primary,24,1
ST02169,Samar Thaman,TS395,Male,9,56.2,64,64,55,Low,6.0,Yes,Primary,14,1
ST02170,Christopher Bhatti,TS007,Female,7,96.1,96,84,95,High,3.5,No,Graduate,4,0
ST02171,Gunbir Thakkar,TS165,Female,9,64.7,68,63,55,Low,1.7,Yes,Primary,9,1
ST02172,Tanay Bath,TS040,Male,6,56.9,47,55,54,Low,3.3,Yes,Primary,25,1
ST02173,Kamya Bhandari,TS046,Male,8,77.5,73,67,65,Low,3.1,Yes,Secondary,8,0
ST02174,Gagan Purohit,TS395,Male,10,87.5,68,78,81,Low,6.1,No,Secondary,23,1
ST02175,Yashawini Vasa,TS308,Male,8,79.2,77,68,80,Low,3.0,Yes,Secondary,30,0
ST02176,Aarnav Boase,TS281,Male,8,84.1,76,66,67,Medium,1.2,No,Secondary,23,0
ST02177,Azaan Shankar,TS012,Female,10,91.8,96,80,97,Low,10.1,Yes,Primary,7,0
ST02178,Idika Oak,TS399,Male,9,59.9,54,63,61,Low,0.9,Yes,Primary,20,1
ST02179,Thomas Divan,TS406,Male,9,61.8,50,62,64,Medium,0.5,No,Primary,5,0
ST02180,Hemani Narain,TS477,Female,6,88.5,81,98,81,High,6.7,Yes,Secondary,24,0
ST02181,Amaira Varghese,TS042,Male,10,76.6,70,75,75,High,6.2,Yes,None,8,0
ST02182,Hritik Sengupta,TS413,Female,8,94.9,88,99,99,High,3.3,Yes,Primary,24,0
ST02183,Advik Bhattacharyya,TS334,Female,7,94.5,75,83,83,Low,9.4,No,None,25,1
ST02184,Geetika Naidu,TS497,Female,9,59.9,61,65,64,Medium,4.7,Yes,Graduate,0,0
ST02185,Samar Barman,TS120,Male,10,53.6,51,61,55,Low,4.5,Yes,Secondary,0,1
ST02186,Michael Kohli,TS042,Male,8,48.1,57,51,46,Low,4.7,Yes,Primary,28,1
ST02187,Ubika Balan,TS384,Female,8,83.9,74,81,78,Low,11.6,Yes,Secondary,14,0
ST02188,Vasana Upadhyay,TS036,Male,7,94.2,85,99,98,High,11.4,Yes,Secondary,23,0
ST02189,Ronith Yohannan,TS360,Female,8,96.4,93,96,87,Low,5.2,Yes,Secondary,10,0
ST02190,Ojas Bava,TS025,Male,8,49.2,53,46,40,Medium,6.2,Yes,Secondary,1,0
ST02191,Alka Dani,TS333,Female,9,95.3,96,94,80,Medium,11.0,Yes,Primary,15,0
ST02192,Wahab Shanker,TS170,Female,9,85.2,76,72,83,Medium,5.1,Yes,None,21,0
ST02193,Nirja Balasubramanian,TS287,Female,7,88.9,74,81,80,Medium,6.5,No,Secondary,20,0
ST02194,Ubika Dasgupta,TS369,Male,6,82.1,73,80,80,Low,1.1,No,Primary,18,1
ST02195,Matthew Sem,TS472,Male,6,60.1,57,56,60,Medium,5.9,Yes,Primary,7,0
ST02196,Anusha Tella,TS397,Male,10,76.6,66,78,73,Low,2.0,No,Graduate,3,0
ST02197,Tanay Agrawal,TS299,Female,8,58.8,64,72,63,High,10.9,Yes,Secondary,2,0
ST02198,Devansh Saraf,TS135,Male,6,63.9,68,57,64,Medium,6.1,Yes,Secondary,18,1
ST02199,Balvan Kara,TS030,Female,9,89.8,75,77,86,Low,3.4,Yes,Primary,21,0
ST02200,Yash Mitter,TS100,Male,6,48.1,51,47,47,Low,8.7,No,Secondary,15,1
ST02201,Gagan Balan,TS076,Female,9,82.5,88,77,86,Medium,3.5,Yes,Secondary,6,0
ST02202,Advaith Nazareth,TS431,Male,8,83.2,80,78,87,Low,10.1,Yes,Secondary,17,1
ST02203,Owen Deol,TS432,Male,7,55.7,55,52,45,Low,3.2,Yes,Primary,28,1
ST02204,Pahal Dubey,TS196,Male,9,96.1,78,91,85,Low,9.1,No,Secondary,2,0
ST02205,Kala Muni,TS133,Female,7,46.4,44,44,41,Medium,2.6,No,Primary,24,1
ST02206,Upma Deol,TS273,Female,7,95.4,89,96,97,High,8.3,Yes,Graduate,22,0
ST02207,Arjun Kale,TS448,Male,9,80.1,85,81,87,Medium,7.0,Yes,Secondary,5,0
ST02208,Eshana Kota,TS406,Male,10,49.7,40,34,44,Low,3.2,No,Primary,8,1
ST02209,Vritti Ghose,TS474,Female,7,50.1,54,56,48,Medium,11.8,Yes,Graduate,29,1
ST02210,Dalbir Deep,TS177,Male,9,69.8,58,77,69,High,6.8,No,Secondary,10,0
ST02211,Gautami Oza,TS207,Female,9,75.3,74,74,68,Low,2.7,Yes,Primary,23,0
ST02212,Aayush Karan,TS139,Female,10,86.5,90,83,75,Medium,3.9,Yes,Graduate,21,0
ST02213,Krishna Dara,TS251,Male,6,57.9,62,49,48,Low,9.6,No,Secondary,6,1
ST02214,Vincent Dar,TS472,Female,10,84.8,69,84,79,Medium,9.9,No,Secondary,9,0
ST02215,Raksha Amble,TS361,Male,8,52.8,44,43,47,Low,9.6,Yes,None,16,1
ST02216,Chaitanya Mandal,TS425,Male,10,51.8,46,51,47,High,8.5,Yes,Secondary,16,1
ST02217,Turvi Chacko,TS128,Female,10,74.5,68,82,74,Medium,10.7,Yes,Graduate,8,0
ST02218,Orinder Guha,TS476,Female,10,88.1,75,85,93,Low,9.6,Yes,Secondary,22,1
ST02219,Vanya Prasad,TS153,Male,6,49.7,41,45,39,Medium,2.1,Yes,Secondary,23,1
ST02220,Falguni Pillai,TS248,Female,6,51.0,48,59,49,Medium,2.6,Yes,None,6,0
ST02221,Fitan Gill,TS177,Male,9,54.9,58,51,52,High,1.6,Yes,Secondary,6,0
ST02222,Aachal Dara,TS164,Female,10,76.5,66,64,59,Low,4.5,No,Secondary,17,1
ST02223,Jai Sehgal,TS304,Male,8,51.7,53,48,54,Low,8.8,Yes,Primary,0,1
ST02224,Tanay Sani,TS355,Male,7,62.2,62,64,67,Low,7.5,Yes,Graduate,15,1
ST02225,Maanav Pingle,TS384,Female,9,58.4,66,63,50,High,9.0,No,Primary,14,1
ST02226,Qarin Deo,TS448,Female,8,87.5,75,85,88,High,10.6,No,Secondary,0,0
ST02227,Chanchal Srinivasan,TS326,Male,7,70.0,64,62,59,Low,10.8,Yes,Primary,5,0
ST02228,Amol Ahuja,TS492,Female,7,76.9,82,72,81,High,6.0,No,Secondary,8,0
ST02229,Quincy Sachdev,TS484,Male,9,46.3,49,40,39,Low,9.8,No,Primary,3,1
ST02230,Maanas Deol,TS164,Female,9,45.1,42,52,53,Low,8.2,Yes,Primary,25,1
ST02231,Ekanta Gala,TS132,Male,8,86.7,76,76,86,Low,4.5,Yes,Primary,11,0
ST02232,Siddharth Ahuja,TS492,Female,8,76.9,61,73,74,Medium,1.8,No,None,19,0
ST02233,Victor Banik,TS119,Male,9,67.0,66,61,63,Medium,6.9,Yes,None,4,0
ST02234,Rayaan Gopal,TS062,Female,8,62.5,54,54,52,Medium,11.9,Yes,Primary,18,1
ST02235,Krisha Krish,TS245,Male,6,97.6,92,77,79,Low,4.1,No,Primary,4,0
ST02236,Nirja Dhillon,TS069,Male,6,62.6,51,63,66,Medium,11.5,Yes,Primary,19,1
ST02237,Xiti Pall,TS041,Female,7,63.4,59,59,57,Low,10.8,Yes,Primary,16,1
ST02238,Vedant Dhar,TS433,Male,7,53.6,56,54,50,Low,3.5,No,Secondary,28,1
ST02239,Ati Deshmukh,TS421,Male,6,66.7,75,74,69,Medium,7.4,Yes,Primary,20,1
ST02240,Ladli Srivastava,TS038,Male,8,80.8,80,67,71,Medium,8.3,Yes,Primary,11,0
ST02241,Ayushman Samra,TS426,Female,9,84.9,81,80,78,Low,4.1,Yes,Secondary,0,0
ST02242,Yashasvi Gala,TS455,Female,7,73.2,67,60,70,Medium,4.3,Yes,Secondary,29,0
ST02243,Eesha Dash,TS144,Female,10,79.8,70,73,74,Medium,1.8,Yes,Graduate,23,0
ST02244,Sai Rao,TS243,Male,10,93.6,98,87,97,High,2.3,Yes,Secondary,9,0
ST02245,Urvashi Mani,TS169,Male,6,69.1,57,71,61,Low,5.3,No,Primary,24,1
ST02246,Widisha Cherian,TS323,Male,7,72.3,60,75,61,Low,9.9,Yes,Primary,19,1
ST02247,Ladli Prabhakar,TS365,Female,9,56.0,63,62,57,Low,11.4,Yes,Secondary,6,1
ST02248,Zehaan Bhakta,TS260,Male,8,67.9,69,71,62,Low,3.2,Yes,Primary,10,1
ST02249,Gaurangi Mital,TS148,Male,9,91.2,80,89,97,Medium,6.6,Yes,Secondary,11,0
ST02250,Vasana Talwar,TS142,Male,6,65.6,73,74,68,Medium,4.8,Yes,Secondary,13,0
ST02251,Sneha Kashyap,TS417,Male,7,48.4,51,47,61,High,11.3,Yes,Secondary,1,0
ST02252,Kevin Mammen,TS365,Female,10,59.9,53,54,62,Low,8.2,No,None,14,1
ST02253,Baghyawati Nadig,TS039,Male,9,70.4,77,62,75,Medium,3.4,Yes,Secondary,24,0
ST02254,Chakradev Deep,TS149,Male,10,55.1,54,54,47,Low,2.3,Yes,Primary,18,1
ST02255,Vasana Tata,TS019,Female,9,49.0,59,39,45,Low,5.3,Yes,Graduate,6,1
ST02256,Vanya Muni,TS468,Male,8,84.0,71,80,76,Medium,11.2,Yes,Primary,5,0
ST02257,Ethan Balay,TS264,Male,9,68.3,63,66,67,Low,12.0,Yes,Secondary,13,1
ST02258,Vincent Nagi,TS332,Male,7,93.9,89,80,85,Low,8.2,No,Primary,18,1
ST02259,Janani Sachdev,TS236,Male,7,55.8,62,65,67,High,5.3,Yes,Primary,2,0
ST02260,Harita Narayanan,TS415,Female,10,75.1,73,72,66,Medium,5.0,No,Primary,2,0
ST02261,Libni Basak,TS320,Female,10,52.6,61,59,42,Medium,6.6,Yes,None,2,0
ST02262,Caleb Apte,TS445,Female,8,56.6,49,61,55,Medium,6.6,Yes,None,24,1
ST02263,Darika Majumdar,TS447,Female,10,72.6,70,78,73,Medium,4.6,Yes,Secondary,2,0
ST02264,Triya Ghose,TS005,Male,6,73.9,71,75,80,Medium,10.7,Yes,Secondary,8,0
ST02265,Jasmit Bains,TS023,Female,8,89.8,71,70,75,Medium,11.9,No,None,11,0
ST02266,Wriddhish Chacko,TS341,Female,9,83.0,73,71,69,Medium,8.6,Yes,None,18,0
ST02267,Pooja Shanker,TS487,Male,9,74.1,64,79,73,Low,7.3,Yes,Primary,2,0
ST02268,Onveer Prasad,TS346,Male,6,58.5,65,56,66,High,3.6,No,Primary,21,1
ST02269,Ubika Mall,TS081,Female,10,88.6,88,82,91,Low,11.2,Yes,Primary,0,0
ST02270,Isaiah Karnik,TS153,Male,10,47.1,40,40,57,Medium,9.6,Yes,None,28,1
ST02271,Anthony Kumer,TS297,Male,9,60.2,58,67,62,Low,10.9,Yes,Primary,19,1
ST02272,Kavya Saini,TS009,Male,6,84.3,92,76,91,High,10.8,Yes,None,30,0
ST02273,Forum Balasubramanian,TS290,Female,8,52.7,60,58,49,Medium,7.7,Yes,Secondary,26,1
ST02274,Ishanvi Kohli,TS246,Female,8,76.9,78,80,81,Low,6.2,Yes,Secondary,11,0
ST02275,Kai Toor,TS009,Male,9,76.2,58,67,67,Low,2.3,No,Primary,23,1
ST02276,Jack Kapur,TS496,Female,8,87.8,79,89,87,Low,7.8,Yes,Primary,24,1
ST02277,Guneet Patil,TS108,Male,10,88.1,81,88,94,Low,4.4,Yes,Secondary,25,0
ST02278,Veda Krishnan,TS357,Female,9,85.6,82,85,73,Medium,1.5,Yes,None,20,0
ST02279,Nimrat Ghosh,TS006,Male,7,49.2,51,53,44,Low,11.5,No,Primary,9,1
ST02280,Chameli Ramesh,TS417,Female,8,45.8,46,54,56,Low,7.9,Yes,Graduate,10,1
ST02281,Ishanvi Mane,TS453,Female,9,57.8,60,59,52,Medium,1.5,Yes,None,22,1
ST02282,Ojasvi Gaba,TS437,Male,8,84.3,85,88,90,Low,5.4,Yes,Primary,13,0
ST02283,Avni Choudhary,TS250,Female,10,86.5,80,93,81,High,7.4,Yes,Graduate,15,0
ST02284,Fitan Bumb,TS227,Male,10,68.4,70,57,70,Medium,5.7,No,None,1,0
ST02285,Samarth Saran,TS408,Male,6,85.8,81,78,81,Low,0.6,Yes,Secondary,2,0
ST02286,Ladli Lalla,TS454,Female,9,88.8,88,91,79,Low,4.3,Yes,Secondary,4,0
ST02287,Balvan Varughese,TS008,Female,6,62.0,57,63,50,Medium,8.1,Yes,Secondary,18,1
ST02288,Tanish Dada,TS406,Male,9,55.0,60,64,50,Low,10.5,Yes,Primary,4,1
ST02289,Niharika Batta,TS124,Female,6,85.5,71,69,84,Low,9.8,No,Primary,27,1
ST02290,Matthew Sane,TS027,Male,6,63.3,56,57,61,Low,9.2,Yes,Graduate,22,1
ST02291,Banjeet Borah,TS175,Male,7,89.2,87,78,88,Medium,8.4,Yes,None,28,0
ST02292,Nikita Bava,TS245,Female,9,47.4,48,47,38,Low,4.9,Yes,Primary,15,1
ST02293,Watika Pau,TS107,Male,10,95.9,92,88,93,Medium,0.6,Yes,Graduate,24,0
ST02294,Arjun Sanghvi,TS142,Female,10,48.8,57,38,40,Medium,1.6,Yes,Primary,10,0
ST02295,Ojasvi Vyas,TS433,Female,9,96.7,99,99,82,Low,7.2,Yes,Secondary,14,0
ST02296,Balendra Patla,TS322,Female,10,97.7,82,98,96,Low,6.6,Yes,Secondary,22,0
ST02297,Hitesh Sampath,TS291,Female,9,54.7,50,51,61,Low,4.9,Yes,Graduate,7,1
ST02298,Chaman Patla,TS295,Male,6,96.3,93,90,99,High,6.8,Yes,Secondary,30,0
ST02299,Madhav Gola,TS231,Male,10,50.4,46,43,42,Medium,1.2,Yes,Graduate,17,1
ST02300,Baljiwan Lal,TS336,Male,7,73.5,80,81,81,Medium,1.3,Yes,Primary,30,0
ST02301,Madhav Balan,TS321,Female,8,68.4,71,60,51,Low,2.1,No,Primary,8,1
ST02302,Charvi Kurian,TS182,Female,7,60.2,66,50,68,Low,10.5,Yes,Secondary,8,1
ST02303,Jhalak Kota,TS053,Male,9,64.0,58,68,71,Low,8.0,Yes,Graduate,29,1
